Messzeitpunkt,Temperatur,rel. Luftfeuchte,Luftdruck,UV-Intensität
2024-05-20 17:41:53.237000+00:00,22.20,53.07,994.21,73.12
2024-05-20 17:42:53.447000+00:00,22.18,52.97,994.21,73.12
2024-05-20 17:43:55.993000+00:00,22.17,52.97,994.20,73.12
2024-05-20 17:44:53.566000+00:00,22.15,52.99,994.20,73.12
2024-05-20 17:45:53.778000+00:00,22.17,53.09,994.20,73.12
2024-05-20 17:46:53.853000+00:00,22.12,53.09,994.21,73.12
2024-05-20 17:47:54.177000+00:00,22.09,53.19,994.19,73.12
2024-05-20 17:48:54.166000+00:00,22.06,52.99,994.20,73.12
2024-05-20 17:49:54.303000+00:00,22.02,52.89,994.18,73.12
2024-05-20 17:50:54.474000+00:00,22.00,53.09,994.18,73.12
2024-05-20 17:51:54.531000+00:00,22.02,53.09,994.18,73.12
2024-05-20 17:52:54.653000+00:00,22.00,52.89,994.17,73.12
2024-05-20 17:53:54.993000+00:00,22.03,52.89,994.17,73.12
2024-05-20 17:54:54.998000+00:00,22.03,53.09,994.17,73.12
2024-05-20 17:55:55.061000+00:00,22.03,53.09,994.18,73.12
2024-05-20 17:56:55.124000+00:00,22.02,52.69,994.16,73.12
2024-05-20 17:57:55.287000+00:00,21.99,52.49,994.16,73.12
2024-05-20 17:58:55.350000+00:00,21.99,52.49,994.16,67.50
2024-05-20 17:59:55.506000+00:00,21.96,52.69,994.16,67.50
2024-05-20 18:00:55.775000+00:00,21.94,52.80,994.15,61.88
2024-05-20 18:01:55.742000+00:00,21.90,52.92,994.15,61.88
2024-05-20 18:02:55.986000+00:00,21.86,53.02,994.15,56.25
2024-05-20 18:03:56.054000+00:00,21.80,53.02,994.13,56.25
2024-05-20 18:04:56.655000+00:00,21.75,53.32,994.14,56.25
2024-05-20 18:05:56.129000+00:00,21.74,53.72,994.14,56.25
2024-05-20 18:06:56.327000+00:00,21.72,53.62,994.11,56.25
2024-05-20 18:07:56.370000+00:00,21.71,53.62,994.11,56.25
2024-05-20 18:08:56.545000+00:00,21.72,53.52,994.09,50.62
2024-05-20 18:09:56.730000+00:00,21.71,53.02,994.09,50.62
2024-05-20 18:10:56.869000+00:00,21.69,53.12,994.08,50.62
2024-05-20 18:11:56.930000+00:00,21.68,53.12,994.09,50.62
2024-05-20 18:12:57.083000+00:00,21.68,52.92,994.09,50.62
2024-05-20 18:13:57.123000+00:00,21.65,52.84,994.09,50.62
2024-05-20 18:14:57.271000+00:00,21.65,52.44,994.10,45.00
2024-05-20 18:15:57.443000+00:00,21.65,52.64,994.11,45.00
2024-05-20 18:16:57.475000+00:00,21.65,52.24,994.12,45.00
2024-05-20 18:17:58.065000+00:00,21.64,52.34,994.13,45.00
2024-05-20 18:18:57.798000+00:00,21.61,52.55,994.13,45.00
2024-05-20 18:19:57.845000+00:00,21.59,52.55,994.14,45.00
2024-05-20 18:20:58.011000+00:00,21.59,52.64,994.15,39.38
2024-05-20 18:21:58.129000+00:00,21.56,52.34,994.15,39.38
2024-05-20 18:22:58.334000+00:00,21.56,52.44,994.14,39.38
2024-05-20 18:23:58.337000+00:00,21.54,52.55,994.15,39.38
2024-05-20 18:24:58.457000+00:00,21.53,52.64,994.15,39.38
2024-05-20 18:25:58.586000+00:00,21.52,52.74,994.15,39.38
2024-05-20 18:26:58.650000+00:00,21.50,52.64,994.16,33.75
2024-05-20 18:27:58.817000+00:00,21.47,52.84,994.17,33.75
2024-05-20 18:28:58.939000+00:00,21.47,52.84,994.19,33.75
2024-05-20 18:29:59.050000+00:00,21.47,52.94,994.20,33.75
2024-05-20 18:30:59.123000+00:00,21.46,52.94,994.20,33.75
2024-05-20 18:31:59.182000+00:00,21.46,53.14,994.21,33.75
2024-05-20 18:32:59.437000+00:00,21.46,52.34,994.21,33.75
2024-05-20 18:33:59.525000+00:00,21.42,52.77,994.21,28.12
2024-05-20 18:34:59.589000+00:00,21.37,52.77,994.21,28.12
2024-05-20 18:35:59.649000+00:00,21.35,52.87,994.20,28.12
2024-05-20 18:36:59.810000+00:00,21.32,53.87,994.21,28.12
2024-05-20 18:38:08.918000+00:00,21.31,53.57,994.20,28.12
2024-05-20 18:39:00.993000+00:00,21.28,53.37,994.21,28.12
2024-05-20 18:40:00.222000+00:00,21.24,53.37,994.22,22.50
2024-05-20 18:41:00.209000+00:00,21.24,53.27,994.24,22.50
2024-05-20 18:42:00.348000+00:00,21.19,53.19,994.25,22.50
2024-05-20 18:43:00.545000+00:00,21.17,53.39,994.26,22.50
2024-05-20 18:44:00.634000+00:00,21.16,53.30,994.27,22.50
2024-05-20 18:45:00.703000+00:00,21.12,53.39,994.28,22.50
2024-05-20 18:46:00.815000+00:00,21.10,53.50,994.28,16.88
2024-05-20 18:47:00.861000+00:00,21.07,53.59,994.27,16.88
2024-05-20 18:48:01.104000+00:00,21.06,53.69,994.28,16.88
2024-05-20 18:49:01.331000+00:00,21.01,53.69,994.28,16.88
2024-05-20 18:50:01.225000+00:00,21.01,53.80,994.28,16.88
2024-05-20 18:51:01.310000+00:00,20.97,53.89,994.28,16.88
2024-05-20 18:52:01.371000+00:00,20.95,54.02,994.29,16.88
2024-05-20 18:53:01.488000+00:00,20.92,54.22,994.31,11.25
2024-05-20 18:54:01.637000+00:00,20.91,54.43,994.32,11.25
2024-05-20 18:55:01.926000+00:00,20.87,54.82,994.32,11.25
2024-05-20 18:56:01.904000+00:00,20.80,55.32,994.30,11.25
2024-05-20 18:57:02.022000+00:00,20.79,55.73,994.29,11.25
2024-05-20 18:58:02.114000+00:00,20.73,55.95,994.29,11.25
2024-05-20 18:59:02.195000+00:00,20.70,56.26,994.31,11.25
2024-05-20 19:00:02.272000+00:00,20.66,56.45,994.31,5.62
2024-05-20 19:01:02.514000+00:00,20.61,56.65,994.30,5.62
2024-05-20 19:02:02.565000+00:00,20.58,57.06,994.29,5.62
2024-05-20 19:03:02.635000+00:00,20.55,57.15,994.29,5.62
2024-05-20 19:04:02.831000+00:00,20.51,57.35,994.28,5.62
2024-05-20 19:05:02.884000+00:00,20.48,57.59,994.29,5.62
2024-05-20 19:06:02.893000+00:00,20.43,57.59,994.29,5.62
2024-05-20 19:07:03.090000+00:00,20.43,57.79,994.28,5.62
2024-05-20 19:08:03.144000+00:00,20.41,57.89,994.26,0.00
2024-05-20 19:09:03.292000+00:00,20.38,57.79,994.25,0.00
2024-05-20 19:10:03.496000+00:00,20.33,58.18,994.26,0.00
2024-05-20 19:11:03.545000+00:00,20.31,58.09,994.26,0.00
2024-05-20 19:12:11.215000+00:00,20.29,58.29,994.26,0.00
2024-05-20 19:13:03.893000+00:00,20.26,58.29,994.26,0.00
2024-05-20 19:14:03.902000+00:00,20.24,58.11,994.27,0.00
2024-05-20 19:15:03.989000+00:00,20.23,58.11,994.28,0.00
2024-05-20 19:16:04.169000+00:00,20.23,57.91,994.29,0.00
2024-05-20 19:17:04.870000+00:00,20.21,57.91,994.29,0.00
2024-05-20 19:18:04.314000+00:00,20.20,57.91,994.29,0.00
2024-05-20 19:19:04.404000+00:00,20.21,58.01,994.29,0.00
2024-05-20 19:20:04.541000+00:00,20.18,58.01,994.27,0.00
2024-05-20 19:21:04.702000+00:00,20.17,58.11,994.26,0.00
2024-05-20 19:22:04.831000+00:00,20.20,58.01,994.25,0.00
2024-05-20 19:23:04.960000+00:00,20.17,58.01,994.26,0.00
2024-05-20 19:24:05.069000+00:00,20.14,58.22,994.27,0.00
2024-05-20 19:25:05.208000+00:00,20.13,58.01,994.26,0.00
2024-05-20 19:26:05.268000+00:00,20.11,58.11,994.25,0.00
2024-05-20 19:27:05.451000+00:00,20.11,57.81,994.25,0.00
2024-05-20 19:28:05.611000+00:00,20.08,57.71,994.26,0.00
2024-05-20 19:29:05.662000+00:00,20.08,57.81,994.28,0.00
2024-05-20 19:30:05.817000+00:00,20.08,57.71,994.30,0.00
2024-05-20 19:31:05.912000+00:00,20.08,57.81,994.31,0.00
2024-05-20 19:32:05.986000+00:00,20.08,57.91,994.31,0.00
2024-05-20 19:33:06.262000+00:00,20.10,57.91,994.31,0.00
2024-05-20 19:34:06.257000+00:00,20.11,58.22,994.31,0.00
2024-05-20 19:35:06.347000+00:00,20.13,58.51,994.32,0.00
2024-05-20 19:36:06.473000+00:00,20.06,59.22,994.32,0.00
2024-05-20 19:37:06.634000+00:00,20.01,59.45,994.32,0.00
2024-05-20 19:38:06.653000+00:00,20.01,59.65,994.32,0.00
2024-05-20 19:39:06.932000+00:00,19.98,59.75,994.31,0.00
2024-05-20 19:40:06.938000+00:00,19.98,59.65,994.31,0.00
2024-05-20 19:41:06.997000+00:00,19.96,59.95,994.31,0.00
2024-05-20 19:42:07.136000+00:00,19.96,60.05,994.32,0.00
2024-05-20 19:43:07.350000+00:00,19.95,60.15,994.32,0.00
2024-05-20 19:44:07.455000+00:00,19.94,60.45,994.34,0.00
2024-05-20 19:45:14.573000+00:00,19.92,60.35,994.35,0.00
2024-05-20 19:46:08.742000+00:00,19.94,60.45,994.36,0.00
2024-05-20 19:47:07.716000+00:00,19.95,60.65,994.37,0.00
2024-05-20 19:48:07.934000+00:00,19.94,60.55,994.39,0.00
2024-05-20 19:49:08.043000+00:00,19.94,60.55,994.41,0.00
2024-05-20 19:50:08.159000+00:00,19.94,60.55,994.43,0.00
2024-05-20 19:51:08.225000+00:00,19.95,60.65,994.44,0.00
2024-05-20 19:52:08.328000+00:00,19.95,60.85,994.45,0.00
2024-05-20 19:53:08.430000+00:00,19.94,60.85,994.45,0.00
2024-05-20 19:54:08.532000+00:00,19.91,60.96,994.44,0.00
2024-05-20 19:55:08.629000+00:00,19.91,61.05,994.44,0.00
2024-05-20 19:56:08.753000+00:00,19.91,61.15,994.43,0.00
2024-05-20 19:57:08.903000+00:00,19.91,61.05,994.44,0.00
2024-05-20 19:58:09.044000+00:00,19.91,61.15,994.44,0.00
2024-05-20 19:59:09.104000+00:00,19.88,61.05,994.45,0.00
2024-05-20 20:00:09.133000+00:00,19.88,61.25,994.44,0.00
2024-05-20 20:01:09.442000+00:00,19.87,61.25,994.44,0.00
2024-05-20 20:02:09.469000+00:00,19.86,61.35,994.45,0.00
2024-05-20 20:03:09.617000+00:00,19.86,61.46,994.47,0.00
2024-05-20 20:04:09.731000+00:00,19.84,61.76,994.49,0.00
2024-05-20 20:05:09.714000+00:00,19.83,61.66,994.50,0.00
2024-05-20 20:06:09.859000+00:00,19.80,61.66,994.51,0.00
2024-05-20 20:07:10.019000+00:00,19.77,62.69,994.52,0.00
2024-05-20 20:08:10.230000+00:00,19.74,62.79,994.52,0.00
2024-05-20 20:09:10.328000+00:00,19.74,62.39,994.52,0.00
2024-05-20 20:10:10.409000+00:00,19.74,62.49,994.52,0.00
2024-05-20 20:11:10.597000+00:00,19.73,62.39,994.52,0.00
2024-05-20 20:12:10.678000+00:00,19.73,62.89,994.53,0.00
2024-05-20 20:13:11.421000+00:00,19.73,62.79,994.54,0.00
2024-05-20 20:14:10.940000+00:00,19.71,62.69,994.56,0.00
2024-05-20 20:15:11.095000+00:00,19.69,62.89,994.57,0.00
2024-05-20 20:16:11.204000+00:00,19.73,63.09,994.58,0.00
2024-05-20 20:17:11.360000+00:00,19.74,63.29,994.60,0.00
2024-05-20 20:18:11.474000+00:00,19.71,63.39,994.63,0.00
2024-05-20 20:19:11.582000+00:00,19.71,63.39,994.62,0.00
2024-05-20 20:20:11.639000+00:00,19.71,63.39,994.61,0.00
2024-05-20 20:21:11.733000+00:00,19.69,63.49,994.64,0.00
2024-05-20 20:22:11.873000+00:00,19.68,63.59,994.65,0.00
2024-05-20 20:23:11.903000+00:00,19.68,63.70,994.64,0.00
2024-05-20 20:24:12.089000+00:00,19.66,63.70,994.63,0.00
2024-05-20 20:25:12.746000+00:00,19.65,63.59,994.66,0.00
2024-05-20 20:26:12.304000+00:00,19.63,63.79,994.68,0.00
2024-05-20 20:27:12.446000+00:00,19.65,63.79,994.66,0.00
2024-05-20 20:28:12.680000+00:00,19.65,63.90,994.65,0.00
2024-05-20 20:29:12.795000+00:00,19.62,63.90,994.64,0.00
2024-05-20 20:30:12.964000+00:00,19.62,63.90,994.65,0.00
2024-05-20 20:31:13.056000+00:00,19.61,64.00,994.65,0.00
2024-05-20 20:32:13.115000+00:00,19.61,64.20,994.65,0.00
2024-05-20 20:33:13.373000+00:00,19.59,64.20,994.64,0.00
2024-05-20 20:34:13.534000+00:00,19.59,64.10,994.64,0.00
2024-05-20 20:35:13.558000+00:00,19.58,64.23,994.64,0.00
2024-05-20 20:36:13.618000+00:00,19.56,64.23,994.63,0.00
2024-05-20 20:37:13.794000+00:00,19.56,64.13,994.63,0.00
2024-05-20 20:38:13.855000+00:00,19.54,64.73,994.64,0.00
2024-05-20 20:39:13.932000+00:00,19.48,64.83,994.65,0.00
2024-05-20 20:40:14.121000+00:00,19.40,65.13,994.65,0.00
2024-05-20 20:41:14.147000+00:00,19.40,64.73,994.65,0.00
2024-05-20 20:42:14.320000+00:00,19.43,64.93,994.66,0.00
2024-05-20 20:43:14.528000+00:00,19.41,65.23,994.66,0.00
2024-05-20 20:44:14.518000+00:00,19.36,65.33,994.65,0.00
2024-05-20 20:45:14.753000+00:00,19.36,65.03,994.63,0.00
2024-05-20 20:46:14.913000+00:00,19.39,64.93,994.60,0.00
2024-05-20 20:47:15.010000+00:00,19.39,64.93,994.58,0.00
2024-05-20 20:48:15.291000+00:00,19.39,64.83,994.57,0.00
2024-05-20 20:49:15.812000+00:00,19.40,64.63,994.55,0.00
2024-05-20 20:50:15.279000+00:00,19.40,64.63,994.53,0.00
2024-05-20 20:51:15.349000+00:00,19.43,64.63,994.52,0.00
2024-05-20 20:52:15.492000+00:00,19.44,64.43,994.51,0.00
2024-05-20 20:53:15.557000+00:00,19.44,64.63,994.52,0.00
2024-05-20 20:54:15.634000+00:00,19.44,64.43,994.50,0.00
2024-05-20 20:55:15.767000+00:00,19.46,64.43,994.50,0.00
2024-05-20 20:56:15.824000+00:00,19.47,64.73,994.50,0.00
2024-05-20 20:57:15.911000+00:00,19.47,64.63,994.50,0.00
2024-05-20 20:58:16.062000+00:00,19.47,64.53,994.50,0.00
2024-05-20 20:59:16.223000+00:00,19.47,64.63,994.50,0.00
2024-05-20 21:00:16.304000+00:00,19.46,64.83,994.49,0.00
2024-05-20 21:01:16.503000+00:00,19.47,64.83,994.49,0.00
2024-05-20 21:02:16.495000+00:00,19.44,65.03,994.48,0.00
2024-05-20 21:03:16.670000+00:00,19.44,65.03,994.46,0.00
2024-05-20 21:04:16.884000+00:00,19.43,65.03,994.47,0.00
2024-05-20 21:05:16.826000+00:00,19.43,65.03,994.49,0.00
2024-05-20 21:06:16.979000+00:00,19.39,65.53,994.48,0.00
2024-05-20 21:07:17.152000+00:00,19.40,65.44,994.48,0.00
2024-05-20 21:08:17.267000+00:00,19.41,65.44,994.47,0.00
2024-05-20 21:09:17.451000+00:00,19.40,65.64,994.46,0.00
2024-05-20 21:10:17.615000+00:00,19.39,65.64,994.44,0.00
2024-05-20 21:11:17.612000+00:00,19.39,65.73,994.43,0.00
2024-05-20 21:12:17.749000+00:00,19.37,65.84,994.43,0.00
2024-05-20 21:13:17.944000+00:00,19.33,65.94,994.43,0.00
2024-05-20 21:14:18.025000+00:00,19.36,66.14,994.43,0.00
2024-05-20 21:15:18.128000+00:00,19.36,66.03,994.43,0.00
2024-05-20 21:16:18.287000+00:00,19.33,65.97,994.43,0.00
2024-05-20 21:17:18.283000+00:00,19.31,66.57,994.44,0.00
2024-05-20 21:18:18.417000+00:00,19.26,66.57,994.44,0.00
2024-05-20 21:19:18.696000+00:00,19.26,66.67,994.44,0.00
2024-05-20 21:20:18.659000+00:00,19.25,67.07,994.45,0.00
2024-05-20 21:21:18.816000+00:00,19.16,67.18,994.44,0.00
2024-05-20 21:22:19.298000+00:00,19.21,66.97,994.42,0.00
2024-05-20 21:23:19.722000+00:00,19.21,67.18,994.43,0.00
2024-05-20 21:24:19.207000+00:00,19.22,67.27,994.41,0.00
2024-05-20 21:25:19.366000+00:00,19.21,66.97,994.39,0.00
2024-05-20 21:26:19.469000+00:00,19.19,67.07,994.40,0.00
2024-05-20 21:27:19.682000+00:00,19.19,67.18,994.41,0.00
2024-05-20 21:28:19.775000+00:00,19.16,67.68,994.43,0.00
2024-05-20 21:29:19.802000+00:00,19.08,68.01,994.43,0.00
2024-05-20 21:30:19.930000+00:00,19.02,67.91,994.43,0.00
2024-05-20 21:31:20.092000+00:00,19.07,67.91,994.43,0.00
2024-05-20 21:32:20.278000+00:00,19.07,68.11,994.40,0.00
2024-05-20 21:33:20.448000+00:00,19.06,67.91,994.38,0.00
2024-05-20 21:34:20.494000+00:00,19.08,67.81,994.36,0.00
2024-05-20 21:35:20.533000+00:00,19.07,67.61,994.37,0.00
2024-05-20 21:36:20.667000+00:00,19.10,67.88,994.37,0.00
2024-05-20 21:37:20.932000+00:00,19.10,67.81,994.38,0.00
2024-05-20 21:38:20.922000+00:00,19.02,68.51,994.39,0.00
2024-05-20 21:39:21.066000+00:00,19.00,68.11,994.39,0.00
2024-05-20 21:40:21.246000+00:00,19.02,68.11,994.40,0.00
2024-05-20 21:41:21.304000+00:00,19.04,68.41,994.42,0.00
2024-05-20 21:42:21.495000+00:00,18.92,68.51,994.43,0.00
2024-05-20 21:43:28.772000+00:00,18.95,68.31,994.43,0.00
2024-05-20 21:44:22.700000+00:00,18.98,68.31,994.43,0.00
2024-05-20 21:45:21.772000+00:00,18.99,68.41,994.43,0.00
2024-05-20 21:46:22.073000+00:00,19.02,68.51,994.45,0.00
2024-05-20 21:47:22.052000+00:00,18.95,68.82,994.43,0.00
2024-05-20 21:48:22.154000+00:00,18.95,68.62,994.42,0.00
2024-05-20 21:49:22.281000+00:00,18.98,68.62,994.42,0.00
2024-05-20 21:50:22.385000+00:00,18.95,68.82,994.41,0.00
2024-05-20 21:51:23.490000+00:00,18.98,68.62,994.40,0.00
2024-05-20 21:52:22.764000+00:00,18.98,68.41,994.40,0.00
2024-05-20 21:53:22.819000+00:00,18.98,68.51,994.40,0.00
2024-05-20 21:54:22.887000+00:00,18.85,69.25,994.40,0.00
2024-05-20 21:55:23.131000+00:00,18.81,69.25,994.40,0.00
2024-05-20 21:56:23.144000+00:00,18.82,68.95,994.39,0.00
2024-05-20 21:57:23.319000+00:00,18.84,69.15,994.38,0.00
2024-05-20 21:58:23.552000+00:00,18.84,69.15,994.37,0.00
2024-05-20 21:59:26.408000+00:00,18.84,69.05,994.34,0.00
2024-05-20 22:00:23.683000+00:00,18.82,69.05,994.32,0.00
2024-05-20 22:01:23.778000+00:00,18.85,69.05,994.31,0.00
2024-05-20 22:02:23.881000+00:00,18.78,69.45,994.30,0.00
2024-05-20 22:03:23.994000+00:00,18.73,69.45,994.30,0.00
2024-05-20 22:04:24.115000+00:00,18.73,69.35,994.30,0.00
2024-05-20 22:05:24.215000+00:00,18.76,69.35,994.29,0.00
2024-05-20 22:06:24.350000+00:00,18.78,69.25,994.27,0.00
2024-05-20 22:07:24.641000+00:00,18.78,69.45,994.27,0.00
2024-05-20 22:08:24.661000+00:00,18.78,69.25,994.27,0.00
2024-05-20 22:09:24.763000+00:00,18.76,69.25,994.27,0.00
2024-05-20 22:10:25.015000+00:00,18.78,69.65,994.28,0.00
2024-05-20 22:11:24.967000+00:00,18.75,69.56,994.27,0.00
2024-05-20 22:12:25.136000+00:00,18.72,69.85,994.26,0.00
2024-05-20 22:13:25.367000+00:00,18.76,69.85,994.26,0.00
2024-05-20 22:14:25.375000+00:00,18.72,69.96,994.26,0.00
2024-05-20 22:15:25.478000+00:00,18.73,69.85,994.25,0.00
2024-05-20 22:16:25.636000+00:00,18.76,69.76,994.23,0.00
2024-05-20 22:17:25.731000+00:00,18.76,69.96,994.23,0.00
2024-05-20 22:18:25.822000+00:00,18.73,70.26,994.23,0.00
2024-05-20 22:19:25.986000+00:00,18.72,70.06,994.22,0.00
2024-05-20 22:20:26.051000+00:00,18.72,70.26,994.21,0.00
2024-05-20 22:21:26.125000+00:00,18.67,70.56,994.20,0.00
2024-05-20 22:22:26.339000+00:00,18.65,70.46,994.19,0.00
2024-05-20 22:23:26.321000+00:00,18.63,70.70,994.18,0.00
2024-05-20 22:24:26.461000+00:00,18.62,70.70,994.17,0.00
2024-05-20 22:25:26.700000+00:00,18.65,70.50,994.15,0.00
2024-05-20 22:26:27.311000+00:00,18.65,70.46,994.13,0.00
2024-05-20 22:27:26.817000+00:00,18.63,70.70,994.13,0.00
2024-05-20 22:28:27.129000+00:00,18.62,70.59,994.13,0.00
2024-05-20 22:29:27.079000+00:00,18.63,70.79,994.13,0.00
2024-05-20 22:30:27.217000+00:00,18.62,70.70,994.12,0.00
2024-05-20 22:31:27.522000+00:00,18.62,70.90,994.11,0.00
2024-05-20 22:32:27.544000+00:00,18.62,70.79,994.08,0.00
2024-05-20 22:33:27.616000+00:00,18.62,70.90,994.07,0.00
2024-05-20 22:34:27.860000+00:00,18.60,70.90,994.05,0.00
2024-05-20 22:35:27.896000+00:00,18.63,70.79,994.04,0.00
2024-05-20 22:36:28.022000+00:00,18.60,71.10,994.02,0.00
2024-05-20 22:37:28.262000+00:00,18.58,71.10,994.01,0.00
2024-05-20 22:38:28.282000+00:00,18.58,71.20,994.01,0.00
2024-05-20 22:39:28.455000+00:00,18.51,71.60,994.02,0.00
2024-05-20 22:40:28.604000+00:00,18.50,71.70,994.03,0.00
2024-05-20 22:41:28.666000+00:00,18.48,71.50,994.04,0.00
2024-05-20 22:42:28.796000+00:00,18.51,71.50,994.05,0.00
2024-05-20 22:43:29.016000+00:00,18.51,71.40,994.06,0.00
2024-05-20 22:44:28.972000+00:00,18.50,71.70,994.07,0.00
2024-05-20 22:45:29.061000+00:00,18.44,72.00,994.06,0.00
2024-05-20 22:46:29.163000+00:00,18.39,72.24,994.04,0.00
2024-05-20 22:47:29.285000+00:00,18.36,72.04,994.02,0.00
2024-05-20 22:48:29.397000+00:00,18.39,71.84,994.00,0.00
2024-05-20 22:49:29.504000+00:00,18.41,71.80,993.98,0.00
2024-05-20 22:50:29.558000+00:00,18.44,71.80,993.97,0.00
2024-05-20 22:51:29.702000+00:00,18.44,72.04,993.97,0.00
2024-05-20 22:52:29.887000+00:00,18.44,72.14,993.99,0.00
2024-05-20 22:53:29.951000+00:00,18.44,71.91,994.01,0.00
2024-05-20 22:54:30.113000+00:00,18.41,72.14,994.01,0.00
2024-05-20 22:55:30.316000+00:00,18.41,71.94,994.01,0.00
2024-05-20 22:56:30.324000+00:00,18.37,72.14,994.01,0.00
2024-05-20 22:57:30.464000+00:00,18.39,72.04,994.02,0.00
2024-05-20 22:58:30.739000+00:00,18.37,72.14,994.02,0.00
2024-05-20 22:59:30.710000+00:00,18.37,72.04,994.03,0.00
2024-05-20 23:00:30.793000+00:00,18.37,72.04,994.02,0.00
2024-05-20 23:01:31.039000+00:00,18.33,72.34,994.02,0.00
2024-05-20 23:02:31.783000+00:00,18.35,72.24,994.01,0.00
2024-05-20 23:03:31.211000+00:00,18.32,72.14,993.99,0.00
2024-05-20 23:04:32.268000+00:00,18.36,72.14,993.98,0.00
2024-05-20 23:05:31.364000+00:00,18.35,72.14,993.97,0.00
2024-05-20 23:06:31.521000+00:00,18.36,72.04,993.96,0.00
2024-05-20 23:07:31.760000+00:00,18.39,72.04,993.95,0.00
2024-05-20 23:08:31.867000+00:00,18.37,71.84,993.94,0.00
2024-05-20 23:09:31.843000+00:00,18.36,72.04,993.92,0.00
2024-05-20 23:10:32.033000+00:00,18.36,72.04,993.91,0.00
2024-05-20 23:11:32.087000+00:00,18.33,72.14,993.91,0.00
2024-05-20 23:12:32.139000+00:00,18.36,72.04,993.90,0.00
2024-05-20 23:13:32.360000+00:00,18.32,72.44,993.88,0.00
2024-05-20 23:14:32.412000+00:00,18.29,72.34,993.87,0.00
2024-05-20 23:15:32.555000+00:00,18.30,72.34,993.87,0.00
2024-05-20 23:16:32.756000+00:00,18.30,72.44,993.86,0.00
2024-05-20 23:17:33.814000+00:00,18.29,72.54,993.85,0.00
2024-05-20 23:18:33.007000+00:00,18.23,72.74,993.82,0.00
2024-05-20 23:19:33.174000+00:00,18.23,72.85,993.79,0.00
2024-05-20 23:20:33.139000+00:00,18.17,73.35,993.78,0.00
2024-05-20 23:21:33.307000+00:00,18.07,73.79,993.77,0.00
2024-05-20 23:22:33.401000+00:00,18.08,73.79,993.75,0.00
2024-05-20 23:23:33.455000+00:00,18.08,73.68,993.74,0.00
2024-05-20 23:24:33.599000+00:00,18.10,73.48,993.73,0.00
2024-05-20 23:25:33.793000+00:00,18.10,73.79,993.72,0.00
2024-05-20 23:26:33.850000+00:00,18.07,73.79,993.71,0.00
2024-05-20 23:27:33.913000+00:00,18.07,73.79,993.71,0.00
2024-05-20 23:28:34.089000+00:00,18.08,73.88,993.69,0.00
2024-05-20 23:29:34.226000+00:00,17.99,74.29,993.67,0.00
2024-05-20 23:30:34.289000+00:00,18.05,74.19,993.64,0.00
2024-05-20 23:31:34.482000+00:00,18.02,74.08,993.61,0.00
2024-05-20 23:32:34.549000+00:00,18.03,73.99,993.60,0.00
2024-05-20 23:33:34.667000+00:00,18.05,73.88,993.58,0.00
2024-05-20 23:34:34.803000+00:00,18.03,73.88,993.58,0.00
2024-05-20 23:35:35.766000+00:00,18.03,74.39,993.58,0.00
2024-05-20 23:36:34.931000+00:00,17.96,74.73,993.58,0.00
2024-05-20 23:37:35.018000+00:00,17.92,74.73,993.56,0.00
2024-05-20 23:38:35.172000+00:00,17.82,75.23,993.54,0.00
2024-05-20 23:39:35.320000+00:00,17.81,75.13,993.51,0.00
2024-05-20 23:40:35.406000+00:00,17.78,75.54,993.48,0.00
2024-05-20 23:41:35.448000+00:00,17.77,75.54,993.45,0.00
2024-05-20 23:42:35.630000+00:00,17.68,75.98,993.43,0.00
2024-05-20 23:43:36.286000+00:00,17.75,75.34,993.42,0.00
2024-05-20 23:44:35.824000+00:00,17.81,75.13,993.40,0.00
2024-05-20 23:45:35.974000+00:00,17.78,75.03,993.41,0.00
2024-05-20 23:46:36.087000+00:00,17.74,75.34,993.41,0.00
2024-05-20 23:47:36.242000+00:00,17.70,75.27,993.39,0.00
2024-05-20 23:48:36.268000+00:00,17.74,74.93,993.39,0.00
2024-05-20 23:49:36.415000+00:00,17.71,74.73,993.38,0.00
2024-05-20 23:50:36.552000+00:00,17.58,75.07,993.38,0.00
2024-05-20 23:51:36.684000+00:00,17.62,74.87,993.38,0.00
2024-05-20 23:52:36.855000+00:00,17.62,74.66,993.39,0.00
2024-05-20 23:53:36.905000+00:00,17.68,74.36,993.42,0.00
2024-05-20 23:54:37.068000+00:00,17.74,73.92,993.45,0.00
2024-05-20 23:55:37.256000+00:00,17.77,73.82,993.47,0.00
2024-05-20 23:56:37.352000+00:00,17.79,73.62,993.47,0.00
2024-05-20 23:57:37.402000+00:00,17.78,73.52,993.46,0.00
2024-05-20 23:58:37.651000+00:00,17.79,73.62,993.46,0.00
2024-05-20 23:59:37.679000+00:00,17.77,73.52,993.46,0.00
2024-05-21 00:00:37.761000+00:00,17.78,73.32,993.45,0.00
2024-05-21 00:01:37.976000+00:00,17.78,73.32,993.42,0.00
2024-05-21 00:02:38.094000+00:00,17.74,73.72,993.40,0.00
2024-05-21 00:03:38.815000+00:00,17.63,74.26,993.38,0.00
2024-05-21 00:04:38.393000+00:00,17.59,74.16,993.35,0.00
2024-05-21 00:05:38.347000+00:00,17.64,74.16,993.34,0.00
2024-05-21 00:06:39.276000+00:00,17.70,73.75,993.32,0.00
2024-05-21 00:07:38.498000+00:00,17.70,73.65,993.30,0.00
2024-05-21 00:08:38.683000+00:00,17.71,73.62,993.31,0.00
